Id,OppPerceel,OppBG,Opp1e,Opp2e,OppKelder,OppGarage,OppOprit,OppTerras,OppBaksteen,Slaapkamers,OpenHaard,Bouwjaar,Verbouwjaar,VerkoopJaar,VerkoopMaand,Kwaliteit,Conditie,VerkoopOmst,VerkoopPrijs
823,12394,1733,847,886,847,433,NA,100,0,3,1,2003,2003,2007,10,7,5,Familie,225000
824,9900,1489,944,545,778,240,60,335,0,3,1,1940,1950,2009,7,6,7,Normaal,139500
825,11216,1489,1489,0,1489,776,81,0,0,3,1,2006,2006,2006,6,8,5,NietAf,232600
826,14803,2084,2084,0,2078,1220,114,188,816,2,1,2007,2008,2008,6,10,5,NietAf,385000
827,6130,784,784,0,784,0,50,0,0,2,0,1924,1950,2008,5,5,6,Normaal,109500
828,8529,1434,1434,0,1454,527,65,290,0,3,1,2001,2001,2009,4,7,5,Normaal,189000
829,28698,2126,1160,966,1013,538,NA,486,0,3,0,1967,1967,2009,6,5,5,Abnormaal,185000
830,2544,1223,520,623,600,480,24,0,0,2,0,2005,2005,2006,7,7,5,Normaal,147400
831,11900,1392,1392,0,1392,458,80,0,387,3,2,1957,1957,2008,6,6,5,Normaal,166000
832,3180,1200,520,600,600,480,30,0,0,2,0,2005,2005,2006,6,7,5,Normaal,151000
833,9548,1829,941,888,941,613,44,192,223,3,1,2003,2003,2010,1,7,6,Normaal,237000
834,10004,1516,1516,0,1516,472,100,0,180,3,0,1964,1964,2009,2,6,6,Normaal,167000
835,7875,1144,1144,0,1144,456,75,0,136,3,0,1961,1961,2008,9,5,6,Normaal,139950
836,9600,1067,1067,0,1067,436,60,290,0,2,0,1950,1995,2010,2,4,7,Normaal,128000
837,8100,1559,1559,0,1559,812,90,0,0,2,0,1948,1973,2007,6,5,6,Normaal,153500
838,1680,987,483,504,483,264,21,0,158,2,0,1973,1973,2008,11,6,5,Normaal,100000
839,9525,1099,1099,0,1099,352,75,278,0,3,0,1995,2006,2008,6,5,6,Normaal,144000
840,11767,1200,768,432,768,240,70,0,0,3,0,1946,1995,2008,5,5,6,Normaal,130500
841,12155,1482,810,672,672,400,NA,0,0,4,0,1925,1950,2008,3,6,8,Normaal,140000
842,10440,1539,958,581,650,686,60,70,0,3,1,1904,2002,2008,6,5,8,Normaal,157500
843,9020,1165,1165,0,1127,490,82,0,183,3,0,1966,1966,2008,5,6,7,Normaal,174900
844,8000,1800,1800,0,1800,0,80,0,0,6,0,1961,1961,2007,7,5,4,Normaal,141000
845,12665,1416,876,540,876,720,100,418,0,4,1,1915,1950,2008,6,5,8,Normaal,153900
846,16647,1701,1701,0,1390,611,NA,0,0,3,2,1975,1981,2007,1,5,5,Normaal,171000
847,9317,1775,1006,769,740,425,75,234,137,3,1,1993,1993,2009,7,7,5,Normaal,213000
848,15523,864,864,0,864,338,36,0,0,3,1,1972,1972,2009,8,5,6,Normaal,133500
849,45600,2358,1307,1051,907,360,75,486,0,5,1,1908,1997,2008,9,6,8,Normaal,240000
850,9600,1855,1094,761,528,512,80,113,360,3,1,1976,1994,2007,8,6,7,Normaal,187000
851,4435,848,848,0,848,420,36,140,170,1,0,2003,2003,2007,11,6,5,Normaal,131500
852,3196,1456,1456,0,1273,400,NA,143,40,2,1,2003,2003,2006,5,8,5,Normaal,215000
853,7128,1646,918,728,918,240,53,0,0,4,2,1941,1950,2007,8,7,5,Normaal,164000
854,12095,1445,1445,0,1127,645,NA,180,115,3,1,1964,1964,2009,8,6,6,Normaal,158000
855,17920,1779,1779,0,1763,454,102,0,0,3,1,1955,1974,2006,7,5,4,Abnormaal,170000
856,6897,1040,1040,0,1040,260,NA,0,0,3,0,1962,2010,2010,4,5,8,Normaal,127000
857,10970,1026,1026,0,940,576,NA,0,0,3,0,1978,1978,2008,10,6,6,Normaal,147000
858,8125,1481,702,779,702,343,65,0,0,3,1,1994,1995,2009,3,6,5,Normaal,174000
859,10400,1370,1370,0,1090,479,80,0,189,3,1,1976,1976,2009,6,7,5,Familie,152000
860,11029,2654,1512,1142,1054,619,NA,0,220,4,1,1968,1984,2006,8,6,7,Normaal,250000
861,7642,1426,912,514,912,216,55,0,0,3,1,1918,1998,2007,6,7,8,Normaal,189950
862,11625,1039,1039,0,1039,504,75,0,0,3,0,1965,1965,2010,4,5,4,Normaal,131500
863,9672,1097,1097,0,1040,480,81,0,0,3,0,1984,1985,2010,5,6,5,Normaal,152000
864,7931,1148,1148,0,1148,672,70,0,0,3,0,1959,1959,2009,7,5,5,Normaal,132500
865,8640,1372,1372,0,1372,529,72,0,0,3,0,2007,2008,2008,5,7,5,NietAf,250580
866,8750,1002,1002,0,1002,902,NA,0,76,3,0,1970,1970,2009,8,5,6,Normaal,148500
867,10656,1646,1646,0,1638,870,67,192,274,3,1,2006,2007,2007,11,8,5,NietAf,248900
868,6970,1120,1120,0,1040,544,85,168,0,3,0,1961,1961,2007,5,4,5,Normaal,129000
869,14762,2320,1547,720,0,672,NA,120,0,2,1,1948,1950,2006,5,5,6,Normaal,169000
870,9938,1949,1062,887,1050,574,80,156,246,3,1,1993,1994,2010,6,7,5,Normaal,236000
871,6600,894,894,0,894,308,60,0,0,2,0,1962,1962,2009,8,5,5,Normaal,109500
872,8750,1682,804,878,804,523,70,0,116,3,0,1998,1998,2010,6,6,5,Normaal,200500
873,8892,910,910,0,105,414,74,196,0,3,0,1953,1996,2008,10,5,7,Normaal,116000
874,12144,1268,1036,0,832,288,60,0,0,3,1,1949,1950,2009,9,5,7,Normaal,133000
875,5720,1131,676,455,676,200,52,26,0,3,0,1941,1950,2009,8,5,6,Abnormaal,66500
876,9000,2610,1184,1426,1184,550,75,208,0,4,1,2007,2007,2007,8,8,5,NietAf,303477
877,25286,1040,1040,0,1064,648,94,0,0,3,0,1963,1963,2007,1,4,5,Normaal,132250
878,8834,2224,1462,762,1462,738,74,184,216,4,1,2004,2005,2009,6,9,5,Normaal,350000
879,11782,1155,1155,0,1109,576,88,192,0,3,0,1961,1995,2010,6,5,7,Normaal,148000
880,7000,864,864,0,864,336,NA,0,90,3,0,1978,2005,2009,7,5,8,Normaal,136500
881,7024,1090,1090,0,1090,450,60,0,0,2,0,2005,2006,2007,6,5,5,Normaal,157000
882,13758,1717,1187,530,1156,400,44,168,117,3,1,1990,1991,2007,4,7,5,Normaal,187500
883,9636,1593,808,785,808,389,NA,342,0,3,1,1992,1993,2009,12,6,5,Normaal,178000
884,6204,2230,954,795,795,440,60,0,0,5,0,1912,1950,2006,3,4,5,Normaal,118500
885,7150,892,892,0,892,288,65,0,60,3,0,1967,1967,2009,7,5,5,Normaal,100000
886,5119,1709,1709,0,1698,506,50,97,60,2,1,1999,2000,2008,1,9,5,Abnormaal,328900
887,8393,1712,1712,0,1626,588,70,272,122,4,0,1959,2005,2006,6,5,5,Familie,145000
888,16466,1393,872,521,816,300,59,121,0,3,0,1955,1955,2008,4,5,7,Normaal,135500
889,15865,2217,2217,0,2217,621,95,81,0,4,1,1970,1970,2007,10,8,6,Normaal,268000
890,12160,1505,1505,0,1505,505,128,0,90,2,1,1953,1953,2009,2,6,4,Normaal,149500
891,8064,924,672,252,672,576,60,0,0,3,1,1949,2006,2007,7,5,7,Normaal,122900
892,11184,1683,918,765,918,440,70,243,92,3,1,1978,1978,2009,7,6,5,Normaal,172500
893,8414,1068,1068,0,1059,264,70,192,0,3,0,1963,2003,2006,2,6,8,Normaal,154500
894,13284,1383,1383,0,1383,354,NA,511,0,3,1,1954,1954,2008,6,5,5,Normaal,165000
895,7018,1535,1535,0,0,400,64,0,0,4,0,1979,1979,2009,6,5,5,Allocatie,118858
896,7056,1796,983,813,780,483,71,0,415,4,1,1963,1963,2008,10,6,5,Normaal,140000
897,8765,951,951,0,951,327,50,0,0,2,0,1936,1950,2006,4,4,6,Abnormaal,106500
898,7018,2240,1120,1120,0,528,64,154,0,6,0,1979,1979,2009,6,5,5,Allocatie,142953
899,12919,2364,2364,0,2330,820,100,0,760,2,2,2009,2010,2010,3,9,5,NietAf,611657
900,6993,1236,1236,0,912,288,65,0,0,3,1,1961,1994,2006,6,5,7,Normaal,135000
901,7340,858,858,0,858,684,NA,0,0,2,0,1971,1971,2007,6,4,6,Normaal,110000
902,8712,1306,1306,0,992,756,64,0,0,2,0,1957,2000,2009,5,5,7,Normaal,153000
903,7875,1509,807,702,783,393,63,0,0,3,1,2003,2003,2006,7,7,5,Normaal,180000
904,14859,1670,1670,0,1670,690,50,144,27,3,1,2006,2006,2006,8,7,5,NietAf,240000
905,6173,902,902,0,876,288,NA,0,75,3,0,1967,1967,2007,8,5,6,Normaal,125500
906,9920,1063,1063,0,1056,280,80,0,110,3,0,1954,1954,2010,2,5,5,Normaal,128000
907,13501,1636,1636,0,1623,865,116,0,208,3,1,2006,2006,2007,6,8,5,Normaal,255000
908,11500,2057,1020,1037,1017,180,86,0,0,3,1,1936,1987,2006,6,7,7,Normaal,250000
909,8885,902,902,0,864,484,NA,164,0,2,0,1983,1983,2006,6,5,5,Normaal,131000
910,12589,1484,742,742,742,390,149,36,0,3,1,2005,2005,2009,6,6,5,Normaal,174000
911,11600,2274,1105,1169,1105,480,80,0,361,5,0,1960,1960,2010,1,5,5,Normaal,154300
912,9286,1268,1268,0,1268,252,NA,173,0,3,0,1977,1989,2009,10,5,7,Normaal,143500
913,6120,1015,1015,0,768,450,51,0,0,3,0,1925,1950,2006,7,5,7,Abnormaal,88000
914,6270,2002,1001,1001,1001,871,82,0,0,4,0,1949,1950,2007,8,5,6,Normaal,145000
915,3000,1224,612,612,612,528,30,0,76,2,0,2009,2009,2009,6,6,5,NietAf,173733
916,2001,1092,546,546,546,286,21,0,80,3,0,1970,1970,2007,1,4,5,Normaal,75000
917,9000,480,480,0,480,308,50,0,0,1,0,1949,1950,2006,10,2,3,Abnormaal,35311
918,17140,1229,1229,0,1134,284,NA,0,0,3,0,1956,1956,2009,4,4,6,Normaal,135000
919,13125,2127,912,1215,1104,833,103,72,0,4,1,1991,1991,2007,11,7,5,Normaal,238000
920,11029,1414,1414,0,1184,601,87,0,0,3,1,1958,2002,2008,5,6,8,Normaal,176500
921,8462,1721,936,785,928,471,70,300,105,3,0,1994,1994,2007,7,6,5,Normaal,201000
922,8777,2200,1272,928,1272,0,67,0,0,4,0,1900,2003,2008,9,5,7,Normaal,145900
923,10237,1316,1316,0,1316,397,65,100,0,3,1,2005,2006,2006,10,6,5,NietAf,169990
924,8012,1617,1617,0,1604,533,50,0,0,2,1,1993,1994,2008,7,6,5,Normaal,193000
925,10240,1686,1686,0,1686,612,79,384,157,3,1,1980,1980,2006,5,6,6,Normaal,207500
926,15611,1126,1126,0,1126,540,NA,180,0,3,0,1977,1977,2008,3,5,6,Abnormaal,175000
927,11999,2374,1234,1140,1181,656,93,104,340,4,1,2003,2004,2007,5,8,5,Normaal,285000
928,9900,1978,1098,880,832,486,NA,0,342,4,1,1968,1968,2008,4,7,5,Normaal,176000
929,11838,1788,1788,0,1753,522,NA,202,0,3,1,2001,2001,2009,6,8,5,Normaal,236500
930,13006,2236,993,1243,964,642,NA,0,285,4,1,1997,1997,2006,11,7,5,Normaal,222000
931,8925,1466,1466,0,1466,610,73,100,0,3,0,2007,2007,2009,7,8,5,Normaal,201000
932,9100,925,925,0,925,429,70,0,0,2,0,1965,1965,2009,7,5,6,Normaal,117500
933,11670,1905,1905,0,1905,788,84,0,302,3,1,2006,2006,2007,3,9,5,Normaal,320000
934,8487,1500,1500,0,1500,570,63,192,210,3,0,2004,2004,2009,8,7,5,Normaal,190000
935,27650,2069,2069,0,585,505,313,0,0,4,1,1960,2007,2008,11,7,7,Normaal,242000
936,5825,747,747,0,600,528,52,0,108,1,0,1926,1953,2006,6,4,5,Normaal,79900
937,10083,1200,1200,0,1176,555,67,0,NA,2,0,2003,2003,2009,8,7,5,Normaal,184900
938,9675,1971,1113,858,1113,689,75,0,0,3,1,2005,2005,2009,2,7,5,Normaal,253000
939,8760,1962,1391,571,1391,868,73,0,0,3,0,2006,2006,2006,8,7,5,NietAf,239799
940,24090,2403,1207,1196,1032,349,NA,56,0,4,2,1940,1950,2010,6,7,7,Normaal,244400
941,12640,1728,1728,0,1728,574,55,40,0,4,0,1976,1976,2006,7,6,5,Normaal,150900
942,8755,2060,1022,1038,992,390,NA,0,298,3,1,1999,1999,2009,6,7,5,Normaal,214000
943,7711,1440,1440,0,1440,0,42,321,0,4,0,1977,1977,2007,8,4,3,Abnormaal,150000
944,25000,1632,1632,0,1632,576,100,0,0,4,0,1967,1967,2007,6,5,4,Normaal,143000
945,14375,1344,1344,0,819,525,NA,0,541,3,1,1958,1958,2009,1,6,6,Abnormaal,137500
946,8820,1869,1188,561,1088,456,98,48,0,2,0,1890,1996,2009,9,5,6,Normaal,124900
947,8163,1144,1144,0,1144,796,70,86,128,3,1,1959,1959,2006,3,5,6,Normaal,143000
948,14536,1629,1629,0,1616,808,85,0,236,3,1,2002,2003,2007,11,8,5,Normaal,270000
949,14006,1776,936,840,936,474,65,144,144,3,1,2002,2002,2006,2,7,5,Normaal,192500
950,9360,1381,1381,0,1161,676,78,0,0,3,1,1972,2006,2010,3,6,7,Normaal,197500
951,7200,864,864,0,864,720,60,194,0,3,0,1950,2002,2007,7,5,8,Normaal,129000
952,7800,965,965,0,828,300,60,421,0,3,0,1965,1965,2006,7,5,5,Abnormaal,119900
953,7200,768,768,0,768,396,60,192,0,2,0,1972,2003,2009,4,5,8,Normaal,133900
954,11075,1968,1168,800,784,530,NA,305,232,4,1,1969,1969,2008,9,5,4,Normaal,172000
955,9400,980,980,0,945,0,35,0,250,4,0,1975,1975,2006,10,6,5,AanlLand,127500
956,7136,1958,979,979,979,492,82,0,423,4,0,1946,1950,2007,8,6,6,Normaal,145000
957,1300,1229,561,668,561,462,24,150,0,2,1,1980,1980,2009,5,6,6,Normaal,124000
958,7420,1057,1057,0,1057,576,70,0,0,3,0,1962,1962,2007,4,5,5,Normaal,132000
959,8450,1337,1337,0,1337,531,65,0,0,3,0,2003,2003,2007,10,7,5,Normaal,185000
960,2572,1416,696,720,696,484,24,0,0,3,0,1999,1999,2010,5,7,5,Normaal,155000
961,7207,858,858,0,858,0,50,117,0,2,0,1958,2008,2010,2,5,7,Normaal,116500
962,12227,2872,1542,1330,1330,619,NA,550,424,4,1,1977,1995,2008,7,6,7,Normaal,272000
963,2308,1548,804,744,804,440,24,48,0,3,1,1976,1976,2007,7,6,6,Normaal,155000
964,11923,1800,1800,0,1800,702,122,288,0,2,0,2007,2007,2009,5,9,5,Normaal,239000
965,11316,1894,824,1070,817,510,80,0,44,4,1,2002,2003,2010,2,7,5,Normaal,214900
966,10237,1484,783,701,783,393,65,0,0,3,1,2005,2007,2007,7,6,5,NietAf,178900
967,9600,1308,976,332,728,256,130,0,0,2,2,1940,1950,2009,6,5,7,Normaal,160000
968,7390,1098,1098,0,1098,260,NA,0,151,3,0,1955,1955,2008,7,5,7,Normaal,135000
969,5925,968,600,368,600,0,50,0,0,2,0,1910,1950,2009,5,3,6,Abnormaal,37900
970,10382,1095,1095,0,588,264,75,0,105,2,0,1958,1958,2006,3,6,5,Normaal,140000
971,10800,1192,720,472,720,0,60,0,0,4,0,1949,1950,2006,12,4,4,Abnormaal,135000
972,2268,1626,764,862,764,474,36,0,106,2,0,2003,2004,2009,7,7,5,Normaal,173000
973,7892,918,918,0,918,264,55,28,0,2,1,1979,1979,2010,4,6,5,Normaal,99500
974,11639,1428,1428,0,1428,480,95,0,NA,3,0,2007,2008,2008,12,7,5,NietAf,182000
975,11414,2019,1136,883,728,532,60,509,0,3,0,1910,1993,2009,10,7,8,Normaal,167500
976,2651,1382,673,709,673,490,NA,153,0,3,0,2000,2000,2006,4,7,5,Normaal,165000
977,5900,869,869,0,440,0,51,0,0,2,0,1923,1958,2006,8,4,7,Normaal,85500
978,4274,1241,1241,0,1241,569,35,0,NA,1,0,2006,2007,2007,11,7,5,NietAf,199900
979,9450,894,894,0,894,400,68,0,0,3,0,1954,1954,2007,5,4,5,Abnormaal,110000
980,8816,1121,1121,0,1121,480,80,0,0,3,0,1963,1963,2009,6,5,6,Normaal,139000
981,12122,999,999,0,944,588,NA,144,210,3,0,1961,2007,2008,7,7,9,Normaal,178400
982,12203,2612,1276,1336,1225,676,98,250,975,4,1,1998,1999,2009,7,8,5,Normaal,336000
983,3182,1266,1266,0,1266,388,43,100,16,2,1,2007,2007,2008,3,7,5,Normaal,159895
984,11250,2290,1149,1141,1128,779,NA,0,0,4,1,2002,2002,2008,5,8,5,Normaal,255900
985,10125,1734,1302,432,0,539,75,0,0,4,0,1977,1977,2009,8,5,5,Normaal,126000
986,10880,1164,1164,0,1164,240,68,0,0,3,0,1950,1950,2008,8,5,5,Normaal,125000
987,5310,1635,1001,634,485,255,59,394,0,2,0,1910,2003,2006,6,6,8,Normaal,117000
988,10159,1940,1940,0,1930,606,83,168,450,3,1,2009,2010,2010,4,9,5,NietAf,395192
989,12046,2030,1118,912,848,551,NA,0,298,4,1,1976,1976,2007,6,6,6,Normaal,195000
990,8125,1576,778,798,770,614,65,0,0,3,0,2006,2006,2006,8,7,5,NietAf,197000
991,9452,2392,1407,985,1396,870,82,0,423,3,1,1997,1998,2006,6,8,5,Normaal,348000
992,17671,1742,916,826,916,424,121,0,0,4,1,1882,1986,2009,11,8,9,Normaal,168000
993,9760,1851,1020,831,822,440,80,239,340,3,1,1964,1993,2007,7,6,8,Normaal,187000
994,8846,1500,750,750,750,564,68,0,0,3,0,2005,2006,2006,8,6,5,NietAf,173900
995,12456,1718,1718,0,1700,786,96,216,230,3,1,2006,2007,2009,7,10,5,Normaal,337500
996,4712,1230,774,456,747,305,51,0,0,3,0,1946,1950,2006,8,4,7,Abnormaal,121600
997,10659,1050,1050,0,1050,368,NA,0,0,3,0,1961,1961,2006,1,5,6,Normaal,136500
998,11717,1442,1442,0,1442,615,NA,371,571,2,1,1970,1970,2009,2,6,6,Normaal,185000
999,9786,1077,1077,0,1007,210,60,0,0,3,1,1922,1950,2006,5,3,4,Normaal,91000
1000,6762,1208,1208,0,1187,632,64,105,24,2,0,2006,2006,2010,2,7,5,Normaal,206000
1001,10206,944,944,0,0,528,74,0,0,2,0,1952,1952,2009,7,3,3,Normaal,82000
1002,5400,691,691,0,691,216,60,0,0,2,0,1920,1950,2007,1,5,6,Abnormaal,86000
1003,11957,1574,1574,0,1574,824,75,144,53,3,1,2006,2006,2008,7,8,5,Normaal,232000
1004,11500,1680,1680,0,1680,528,NA,0,164,4,0,1976,1976,2007,6,5,6,Normaal,136905
1005,3182,1504,1504,0,1346,457,43,156,16,1,1,2005,2006,2009,5,7,5,Normaal,181000
1006,8385,985,985,0,985,328,65,210,220,3,0,1977,1977,2008,11,5,8,Normaal,149900
1007,12155,1657,1657,0,1657,484,NA,0,0,3,1,1970,1970,2007,3,6,3,Normaal,163500
1008,2217,1092,546,546,546,286,21,238,0,3,0,1970,1970,2009,8,4,4,Normaal,88000
1009,12118,1710,1710,0,1710,550,43,100,108,3,1,2004,2005,2009,4,7,5,Normaal,240000
1010,6000,1522,1008,0,1008,0,60,0,0,4,0,1926,1950,2006,6,5,5,Normaal,102000
1011,21286,1271,720,551,720,312,115,0,0,4,1,1948,1950,2008,8,5,5,Normaal,135000
1012,9825,1664,1664,0,0,0,75,0,0,4,0,1965,1965,2010,5,5,5,Normaal,100000
1013,10592,1502,900,602,602,180,55,96,0,3,2,1923,1996,2007,8,6,7,Normaal,165000
1014,7200,1022,1022,0,1022,280,60,0,0,2,0,1910,2006,2009,6,5,4,Normaal,85000
1015,11664,1082,1082,0,1082,240,60,0,206,2,1,1948,1950,2007,11,6,5,Normaal,119200
1016,8400,1665,810,855,810,528,70,0,0,3,0,2001,2001,2009,11,8,6,Normaal,227000
1017,11883,1504,1504,0,1504,478,73,115,196,3,1,1996,1996,2009,6,7,5,Normaal,203000
1018,5814,1360,1360,0,1220,565,NA,63,0,1,1,1984,1984,2009,8,8,5,Abnormaal,187500
1019,10784,1472,802,670,384,402,NA,164,76,3,1,1991,1992,2007,5,7,5,Normaal,160000
1020,3013,1506,1506,0,1362,440,43,142,145,2,1,2005,2005,2006,4,7,5,Normaal,213490
1021,7024,1132,1132,0,1132,451,60,252,0,2,0,2005,2005,2008,6,4,5,Normaal,176000
1022,7406,1220,1220,0,1199,632,64,105,84,2,0,2006,2006,2006,7,7,5,NietAf,194000
1023,9439,1248,912,336,912,160,52,0,0,2,0,1930,1950,2007,3,5,5,Normaal,87000
1024,3182,1504,1504,0,1346,437,43,156,14,2,1,2005,2006,2008,5,7,5,Normaal,191000
1025,15498,2898,2898,0,1565,665,NA,0,0,2,1,1976,1976,2008,5,8,6,Abnormaal,287000
1026,7700,882,882,0,882,461,70,96,0,3,0,1972,1972,2007,3,5,5,Normaal,112500
1027,9300,1264,1264,0,1268,461,73,0,324,3,2,1960,1960,2010,4,5,5,Normaal,167500
1028,9520,1646,1646,0,1638,800,71,192,338,3,1,2007,2008,2008,4,8,5,NietAf,293077
1029,9492,1376,968,408,768,240,79,0,0,3,1,1941,1950,2007,4,5,5,Normaal,105000
1030,1680,1218,672,546,672,264,21,0,281,3,0,1972,1972,2006,5,6,7,Normaal,118000
1031,7082,1928,948,980,686,0,NA,0,0,5,0,1916,1995,2006,7,5,8,Normaal,160000
1032,15863,3082,1687,998,824,672,102,136,0,5,2,1920,1970,2009,8,7,3,Normaal,197000
1033,14541,2520,1352,1168,1338,796,NA,209,0,5,1,1993,1993,2006,11,8,7,Abnormaal,310000
1034,8125,1654,1654,0,1654,900,NA,0,295,3,0,2002,2002,2006,2,7,5,Normaal,230000
1035,6305,954,954,0,920,240,50,0,0,2,1,1938,1950,2007,6,5,7,Normaal,119750
1036,11500,845,845,0,0,290,NA,186,0,3,0,1957,1957,2009,1,4,3,Normaal,84000
1037,12898,1620,1620,0,1620,912,89,228,70,2,1,2007,2008,2009,9,9,5,Normaal,315500
1038,9240,2263,1055,1208,1055,905,NA,0,396,3,1,2001,2002,2008,9,8,5,Normaal,287000
1039,1533,1344,798,546,546,0,21,0,0,3,1,1970,2008,2009,5,4,6,Normaal,97000
1040,1477,630,630,0,630,286,21,0,0,1,0,1970,1970,2009,4,4,4,Normaal,80000
1041,13125,1803,1803,0,1134,484,88,0,67,3,1,1957,2000,2006,1,5,4,Normaal,155000
1042,9130,1632,800,832,800,484,NA,0,252,4,0,1966,2000,2008,7,6,8,Normaal,173000
1043,5381,1306,1306,0,1306,624,34,170,135,1,1,2005,2005,2009,8,6,5,Normaal,196000
1044,11839,2329,1532,797,1475,514,86,192,99,4,1,1990,1990,2008,5,7,5,Normaal,262280
1045,9600,2524,2524,0,2524,542,80,474,0,4,1,1981,1981,2009,7,8,5,Normaal,278000
1046,13680,1733,1733,0,0,452,NA,0,0,4,1,1955,1955,2009,6,3,5,Normaal,139600
1047,16056,2868,1992,876,1992,716,85,214,208,4,1,2005,2006,2006,7,9,5,NietAf,556581
1048,9245,990,990,0,990,672,57,0,0,3,0,1994,1995,2008,2,5,5,Normaal,145000
1049,21750,1771,1771,0,0,336,100,0,75,3,1,1960,2006,2009,11,5,4,Normaal,115000
1050,11100,930,930,0,0,308,60,0,0,2,0,1946,2006,2010,4,4,7,Abnormaal,84900
1051,8993,1302,1302,0,1302,436,73,0,0,3,0,2007,2007,2007,8,7,5,NietAf,176485
1052,11175,1316,1316,0,1316,440,103,0,0,3,1,2007,2007,2007,10,7,5,NietAf,200141
1053,9500,1977,1127,850,816,540,100,0,272,4,1,1964,1978,2007,6,6,6,Normaal,165000
1054,8562,1526,1526,0,1216,364,68,116,145,4,1,1957,2002,2010,5,5,6,Normaal,144500
1055,11367,1989,1091,898,1065,586,90,199,210,3,1,2002,2002,2006,11,8,5,Normaal,255000
1056,11361,1523,1523,0,1193,478,104,0,160,3,1,1976,1976,2008,5,6,5,Abnormaal,180000
1057,7052,1364,1364,0,1364,484,43,192,240,2,1,2005,2005,2006,6,7,5,Normaal,185850
1058,29959,1850,979,871,973,467,NA,168,0,3,1,1994,1994,2009,1,7,6,Normaal,248000
1059,11308,2184,1130,1054,1104,836,96,0,154,3,1,2008,2008,2009,7,9,5,Normaal,335000
1060,11275,1991,1096,895,854,432,NA,0,480,3,1,1932,1950,2007,3,6,7,Normaal,220000
1061,4920,1338,1338,0,1338,582,41,0,0,2,0,2001,2001,2010,4,8,5,Normaal,213500
1062,18000,894,894,0,894,1248,120,0,0,2,0,1935,1950,2008,8,3,4,Normaal,81000
1063,13600,2337,1422,915,662,560,85,0,0,5,0,1900,1950,2007,9,5,5,Normaal,90000
1064,6000,1103,1103,0,1103,440,50,166,0,2,1,1925,1980,2006,7,6,6,Normaal,110500
1065,11000,1154,1154,0,1154,480,NA,0,200,3,1,1966,1966,2009,11,5,6,Normaal,154000
1066,14000,2260,1306,954,1306,533,80,296,0,3,0,1996,1997,2010,4,7,5,Normaal,328000
1067,7837,1571,799,772,799,380,59,0,0,3,1,1993,1994,2009,5,6,7,Normaal,178000
1068,9760,1611,798,813,780,442,80,328,360,4,0,1964,1964,2008,6,6,6,Normaal,167900
1069,3964,2521,1291,1230,942,576,42,728,0,5,1,1973,1973,2006,6,6,4,Normaal,151400
1070,9600,893,893,0,845,576,60,0,0,2,0,1949,2003,2007,5,5,7,Normaal,135000
1071,10152,1048,1048,0,1048,286,72,0,120,3,0,1956,1956,2007,6,5,5,Normaal,135000
1072,11700,1556,829,727,727,441,78,0,0,4,0,1968,1968,2009,5,6,6,Normaal,154000
1073,7585,1456,1002,454,810,280,50,0,0,4,1,1948,1950,2006,8,5,3,Normaal,91500
1074,7950,1426,698,728,690,440,75,252,140,3,0,1977,1977,2009,7,6,6,Normaal,159500
1075,8556,1240,1240,0,1240,826,74,140,0,2,0,2006,2006,2007,5,7,5,Normaal,194000
1076,13125,1740,960,780,800,240,75,0,0,3,2,1940,1984,2007,7,7,6,Normaal,219500
1077,10800,1466,1096,370,796,566,60,436,0,3,1,1936,1989,2006,4,5,8,Normaal,170000
1078,15870,1096,1096,0,1096,299,NA,240,0,3,0,1969,1969,2006,3,5,5,Abnormaal,138800
1079,4435,848,848,0,848,420,37,140,169,1,1,2004,2004,2006,5,6,5,Normaal,155900
1080,8775,990,990,0,990,299,65,0,0,3,0,1994,1994,2007,4,5,5,Normaal,126000
1081,11040,1258,1258,0,1258,528,80,55,144,3,0,1971,2004,2008,10,6,7,Abnormaal,145000
1082,7500,1040,1040,0,1040,308,75,0,0,3,0,1963,1963,2010,6,5,5,Normaal,133000
1083,8749,1459,1459,0,1459,527,70,192,100,3,1,2002,2002,2007,9,7,5,Normaal,192000
1084,8800,1251,1251,0,1251,461,80,0,425,3,2,1964,1964,2006,3,6,6,Normaal,160000
1085,13031,1498,691,807,691,409,NA,315,0,3,1,1995,1996,2006,7,6,5,Normaal,187500
1086,9069,996,996,0,936,564,73,120,0,2,0,1992,1992,2010,4,6,6,Normaal,147000
1087,1974,1092,546,546,546,286,NA,120,0,3,0,1973,1973,2010,5,4,5,Normaal,83500
1088,10574,1953,1082,871,1082,1043,85,160,0,3,1,2005,2006,2009,5,8,5,Normaal,252000
1089,2522,1709,970,739,970,380,24,0,50,3,0,2004,2004,2006,4,7,5,Normaal,137500
1090,3316,1247,1247,0,1247,550,37,0,0,1,1,2005,2005,2006,4,8,5,Normaal,197000
1091,8544,1040,1040,0,0,400,60,0,0,2,0,1950,1950,2009,6,3,4,Normaal,92900
1092,2160,1252,624,628,600,462,24,0,212,2,0,1999,2000,2008,3,7,5,Normaal,160000
1093,8400,1694,1390,304,1181,576,60,342,0,4,1,1925,1950,2008,6,6,5,Normaal,136500
1094,9230,1200,1200,0,864,884,71,0,166,1,0,1965,1998,2006,10,5,8,Normaal,146000
